fight_name,fighter_1_name,fighter_2_name,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_travel_speed,fighter_2_travel_speed,travel_speed_diff,travel_speed_advantage,fighter_1_agility,fighter_2_agility,agility_diff,agility_advantage,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_endurance,fighter_2_endurance,endurance_diff,endurance_advantage,fighter_1_durability,fighter_2_durability,durability_diff,durability_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_intelligence,fighter_2_intelligence,intelligence_diff,intelligence_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_weapon_proficiency,fighter_2_weapon_proficiency,weapon_proficiency_diff,weapon_proficiency_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_devil_fruit,fighter_2_devil_fruit,devil_fruit_diff,devil_fruit_advantage,fighter_1_mentality,fighter_2_mentality,mentality_diff,mentality_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,fighter_1_points,fighter_2_points,outcome
Shirahoshi vs Borsalino,Shirahoshi,Borsalino,1.0,8.0,-7.0,0,1.5,10.0,-8.5,0,1.0,8.5,-7.5,0,2.5,10.0,-7.5,0,4.5,9.5,-5.0,0,1.0,7.5,-6.5,0,2.5,8.0,-5.5,0,1.5,7.5,-6.0,0,2.5,8.0,-5.5,0,5.0,8.0,-3.0,0,1.5,8.5,-7.0,0,1.0,9.0,-8.0,0,1.0,6.5,-5.5,0,1.0,9.0,-8.0,0,5.5,9.0,-3.5,0,0.0,0.0,0.0,0,4.5,10.0,-5.5,0,5.5,6.5,-1.0,0,1.5,9.5,-8.0,0,1,19,loss
Shirahoshi vs Gaimon,Shirahoshi,Gaimon,1.0,1.0,0.0,0,1.5,1.0,0.5,1,1.0,1.0,0.0,0,2.5,1.5,1.0,1,4.5,1.0,3.5,1,1.0,1.5,-0.5,0,2.5,4.0,-1.5,0,1.5,2.0,-0.5,0,2.5,3.5,-1.0,0,5.0,5.5,-0.5,0,1.5,1.5,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.5,-2.0,0,1.5,5.5,-4.0,0,12,14,loss
Shirahoshi vs Pedro,Shirahoshi,Pedro,1.0,7.5,-6.5,0,1.5,7.0,-5.5,0,1.0,8.0,-7.0,0,2.5,7.5,-5.0,0,4.5,7.5,-3.0,0,1.0,6.5,-5.5,0,2.5,7.0,-4.5,0,1.5,6.5,-5.0,0,2.5,7.0,-4.5,0,5.0,7.0,-2.0,0,1.5,8.0,-6.5,0,1.0,8.0,-7.0,0,1.0,7.5,-6.5,0,1.0,6.5,-5.5,0,5.5,7.5,-2.0,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,8.5,-3.0,0,1.5,8.0,-6.5,0,2,18,loss
Shirahoshi vs Monkey D. Dragon,Shirahoshi,Monkey D. Dragon,1.0,8.5,-7.5,0,1.5,8.0,-6.5,0,1.0,7.5,-6.5,0,2.5,8.5,-6.0,0,4.5,9.0,-4.5,0,1.0,8.5,-7.5,0,2.5,9.0,-6.5,0,1.5,8.5,-7.0,0,2.5,9.0,-6.5,0,5.0,10.0,-5.0,0,1.5,9.5,-8.0,0,1.0,9.0,-8.0,0,1.0,6.5,-5.5,0,1.0,9.0,-8.0,0,5.5,8.0,-2.5,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,5.5,10.0,-4.5,0,1.5,10.0,-8.5,0,1,19,loss
Shirahoshi vs Thousand Sunny,Shirahoshi,Thousand Sunny,1.0,7.5,-6.5,0,1.5,7.5,-6.0,0,1.0,6.0,-5.0,0,2.5,5.0,-2.5,0,4.5,7.0,-2.5,0,1.0,7.5,-6.5,0,2.5,9.0,-6.5,0,1.5,9.0,-7.5,0,2.5,7.0,-4.5,0,5.0,2.0,3.0,1,1.5,4.0,-2.5,0,1.0,6.0,-5.0,0,1.0,7.0,-6.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,6.0,-0.5,0,1.5,6.5,-5.0,0,5,16,loss
Shirahoshi vs Bepo,Shirahoshi,Bepo,1.0,6.0,-5.0,0,1.5,5.5,-4.0,0,1.0,7.0,-6.0,0,2.5,6.0,-3.5,0,4.5,6.0,-1.5,0,1.0,5.5,-4.5,0,2.5,6.0,-3.5,0,1.5,5.5,-4.0,0,2.5,6.0,-3.5,0,5.0,6.0,-1.0,0,1.5,6.0,-4.5,0,1.0,6.5,-5.5,0,1.0,2.0,-1.0,0,1.0,3.0,-2.0,0,5.5,3.0,2.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,6.0,-0.5,0,1.5,6.5,-5.0,0,3,17,loss
Shirahoshi vs Rockstar,Shirahoshi,Rockstar,1.0,5.5,-4.5,0,1.5,6.0,-4.5,0,1.0,5.5,-4.5,0,2.5,5.5,-3.0,0,4.5,5.5,-1.0,0,1.0,5.0,-4.0,0,2.5,6.0,-3.5,0,1.5,5.5,-4.0,0,2.5,6.0,-3.5,0,5.0,5.5,-0.5,0,1.5,5.5,-4.0,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,5.5,5.0,0.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,6.0,-0.5,0,1.5,6.0,-4.5,0,3,17,loss
Shirahoshi vs Hiriluk,Shirahoshi,Hiriluk,1.0,2.0,-1.0,0,1.5,3.0,-1.5,0,1.0,2.5,-1.5,0,2.5,3.5,-1.0,0,4.5,1.5,3.0,1,1.0,2.5,-1.5,0,2.5,5.0,-2.5,0,1.5,3.0,-1.5,0,2.5,4.5,-2.0,0,5.0,7.5,-2.5,0,1.5,1.5,0.0,0,1.0,1.5,-0.5,0,1.0,2.0,-1.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,8.5,-3.0,0,1.5,6.0,-4.5,0,6,16,loss
Shirahoshi vs Rebecca,Shirahoshi,Rebecca,1.0,4.0,-3.0,0,1.5,6.0,-4.5,0,1.0,8.0,-7.0,0,2.5,7.0,-4.5,0,4.5,4.0,0.5,1,1.0,5.0,-4.0,0,2.5,5.5,-3.0,0,1.5,4.5,-3.0,0,2.5,6.5,-4.0,0,5.0,6.0,-1.0,0,1.5,7.0,-5.5,0,1.0,6.0,-5.0,0,1.0,6.5,-5.5,0,1.0,0.0,1.0,1,5.5,1.5,4.0,1,0.0,0.0,0.0,0,4.5,0.0,4.5,1,5.5,8.0,-2.5,0,1.5,6.0,-4.5,0,5,15,loss
Shirahoshi vs Paulie,Shirahoshi,Paulie,1.0,6.5,-5.5,0,1.5,5.5,-4.0,0,1.0,7.0,-6.0,0,2.5,6.0,-3.5,0,4.5,6.0,-1.5,0,1.0,6.0,-5.0,0,2.5,6.5,-4.0,0,1.5,6.0,-4.5,0,2.5,7.0,-4.5,0,5.0,7.0,-2.0,0,1.5,6.5,-5.0,0,1.0,7.0,-6.0,0,1.0,8.0,-7.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.0,-1.5,0,1.5,7.0,-5.5,0,4,17,loss
Shirahoshi vs Urouge,Shirahoshi,Urouge,1.0,8.0,-7.0,0,1.5,5.5,-4.0,0,1.0,6.5,-5.5,0,2.5,6.5,-4.0,0,4.5,8.0,-3.5,0,1.0,7.0,-6.0,0,2.5,8.0,-5.5,0,1.5,7.5,-6.0,0,2.5,7.0,-4.5,0,5.0,6.5,-1.5,0,1.5,7.0,-5.5,0,1.0,7.0,-6.0,0,1.0,4.5,-3.5,0,1.0,7.0,-6.0,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,5.5,7.0,-1.5,0,1.5,8.0,-6.5,0,1,19,loss
Shirahoshi vs Namur,Shirahoshi,Namur,1.0,7.5,-6.5,0,1.5,6.5,-5.0,0,1.0,6.5,-5.5,0,2.5,6.5,-4.0,0,4.5,7.5,-3.0,0,1.0,6.5,-5.5,0,2.5,7.0,-4.5,0,1.5,6.5,-5.0,0,2.5,7.0,-4.5,0,5.0,5.5,-0.5,0,1.5,6.5,-5.0,0,1.0,7.5,-6.5,0,1.0,3.5,-2.5,0,1.0,4.0,-3.0,0,5.5,3.5,2.0,1,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,5.5,6.5,-1.0,0,1.5,6.5,-5.0,0,2,18,loss
Shirahoshi vs Senor Pink,Shirahoshi,Senor Pink,1.0,7.0,-6.0,0,1.5,5.0,-3.5,0,1.0,6.5,-5.5,0,2.5,6.5,-4.0,0,4.5,7.0,-2.5,0,1.0,7.0,-6.0,0,2.5,8.0,-5.5,0,1.5,7.5,-6.0,0,2.5,7.5,-5.0,0,5.0,6.0,-1.0,0,1.5,7.0,-5.5,0,1.0,7.5,-6.5,0,1.0,3.0,-2.0,0,1.0,5.5,-4.5,0,5.5,4.0,1.5,1,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,5.5,8.5,-3.0,0,1.5,7.5,-6.0,0,2,18,loss
Shirahoshi vs Cavendish,Shirahoshi,Cavendish,1.0,7.5,-6.5,0,1.5,7.5,-6.0,0,1.0,8.0,-7.0,0,2.5,7.5,-5.0,0,4.5,8.0,-3.5,0,1.0,6.5,-5.5,0,2.5,7.0,-4.5,0,1.5,7.0,-5.5,0,2.5,7.0,-4.5,0,5.0,7.0,-2.0,0,1.5,7.5,-6.0,0,1.0,8.0,-7.0,0,1.0,9.0,-8.0,0,1.0,6.0,-5.0,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,6.5,-1.0,0,1.5,7.5,-6.0,0,2,18,loss
Shirahoshi vs Gecko Moria,Shirahoshi,Gecko Moria,1.0,6.5,-5.5,0,1.5,2.5,-1.0,0,1.0,3.5,-2.5,0,2.5,4.5,-2.0,0,4.5,7.5,-3.0,0,1.0,5.5,-4.5,0,2.5,6.0,-3.5,0,1.5,6.0,-4.5,0,2.5,6.0,-3.5,0,5.0,6.5,-1.5,0,1.5,6.0,-4.5,0,1.0,5.0,-4.0,0,1.0,3.0,-2.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,5.5,5.0,0.5,1,1.5,8.0,-6.5,0,4,17,loss
Shirahoshi vs Karoo,Shirahoshi,Karoo,1.0,2.0,-1.0,0,1.5,7.0,-5.5,0,1.0,6.5,-5.5,0,2.5,4.5,-2.0,0,4.5,1.5,3.0,1,1.0,3.5,-2.5,0,2.5,5.5,-3.0,0,1.5,3.5,-2.0,0,2.5,6.5,-4.0,0,5.0,3.0,2.0,1,1.5,2.5,-1.0,0,1.0,1.5,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,6.5,-1.0,0,1.5,4.5,-3.0,0,7,15,loss
Shirahoshi vs Monet,Shirahoshi,Monet,1.0,4.5,-3.5,0,1.5,7.5,-6.0,0,1.0,7.0,-6.0,0,2.5,6.0,-3.5,0,4.5,7.0,-2.5,0,1.0,6.0,-5.0,0,2.5,5.5,-3.0,0,1.5,5.0,-3.5,0,2.5,6.5,-4.0,0,5.0,7.0,-2.0,0,1.5,6.5,-5.0,0,1.0,6.5,-5.5,0,1.0,4.0,-3.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,5.5,7.0,-1.5,0,1.5,6.0,-4.5,0,3,18,loss
Shirahoshi vs Kaku,Shirahoshi,Kaku,1.0,8.0,-7.0,0,1.5,7.0,-5.5,0,1.0,9.0,-8.0,0,2.5,8.0,-5.5,0,4.5,8.5,-4.0,0,1.0,7.0,-6.0,0,2.5,7.5,-5.0,0,1.5,7.5,-6.0,0,2.5,7.5,-5.0,0,5.0,8.0,-3.0,0,1.5,8.0,-6.5,0,1.0,9.0,-8.0,0,1.0,8.5,-7.5,0,1.0,3.0,-2.0,0,5.5,3.0,2.5,1,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,5.5,7.0,-1.5,0,1.5,8.5,-7.0,0,2,18,loss
Shirahoshi vs Orlumbus,Shirahoshi,Orlumbus,1.0,6.0,-5.0,0,1.5,4.5,-3.0,0,1.0,3.5,-2.5,0,2.5,4.0,-1.5,0,4.5,5.0,-0.5,0,1.0,5.0,-4.0,0,2.5,5.5,-3.0,0,1.5,5.0,-3.5,0,2.5,6.5,-4.0,0,5.0,6.0,-1.0,0,1.5,6.5,-5.0,0,1.0,5.0,-4.0,0,1.0,5.5,-4.5,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.0,-1.5,0,1.5,6.5,-5.0,0,4,17,loss
Shirahoshi vs Emporio Ivankov,Shirahoshi,Emporio Ivankov,1.0,7.0,-6.0,0,1.5,6.0,-4.5,0,1.0,7.5,-6.5,0,2.5,7.5,-5.0,0,4.5,7.5,-3.0,0,1.0,7.0,-6.0,0,2.5,7.5,-5.0,0,1.5,7.0,-5.5,0,2.5,7.5,-5.0,0,5.0,7.5,-2.5,0,1.5,8.0,-6.5,0,1.0,8.0,-7.0,0,1.0,2.0,-1.0,0,1.0,6.0,-5.0,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,5.5,8.5,-3.0,0,1.5,8.5,-7.0,0,1,19,loss
Shirahoshi vs Morgans,Shirahoshi,Morgans,1.0,3.5,-2.5,0,1.5,6.0,-4.5,0,1.0,6.0,-5.0,0,2.5,5.0,-2.5,0,4.5,4.0,0.5,1,1.0,4.5,-3.5,0,2.5,6.5,-4.0,0,1.5,4.5,-3.0,0,2.5,7.0,-4.5,0,5.0,8.5,-3.5,0,1.5,5.0,-3.5,0,1.0,3.5,-2.5,0,1.0,3.0,-2.0,0,1.0,1.0,0.0,0,5.5,3.5,2.0,1,0.0,0.0,0.0,0,4.5,4.0,0.5,1,5.5,8.5,-3.0,0,1.5,8.0,-6.5,0,5,16,loss
Shirahoshi vs Bell-mère,Shirahoshi,Bell-mère,1.0,4.5,-3.5,0,1.5,4.0,-2.5,0,1.0,4.5,-3.5,0,2.5,5.0,-2.5,0,4.5,4.5,0.0,0,1.0,4.5,-3.5,0,2.5,6.5,-4.0,0,1.5,4.5,-3.0,0,2.5,5.5,-3.0,0,5.0,6.5,-1.5,0,1.5,4.0,-2.5,0,1.0,5.0,-4.0,0,1.0,5.0,-4.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,0.5,4.0,1,5.5,8.5,-3.0,0,1.5,6.0,-4.5,0,5,17,loss
Shirahoshi vs Basil Hawkins,Shirahoshi,Basil Hawkins,1.0,6.5,-5.5,0,1.5,5.0,-3.5,0,1.0,5.5,-4.5,0,2.5,7.0,-4.5,0,4.5,7.0,-2.5,0,1.0,7.5,-6.5,0,2.5,7.0,-4.5,0,1.5,7.0,-5.5,0,2.5,7.0,-4.5,0,5.0,8.5,-3.5,0,1.5,8.0,-6.5,0,1.0,6.5,-5.5,0,1.0,6.5,-5.5,0,1.0,7.0,-6.0,0,5.5,7.0,-1.5,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,5.5,6.5,-1.0,0,1.5,7.5,-6.0,0,1,19,loss
Shirahoshi vs Denjiro,Shirahoshi,Denjiro,1.0,8.0,-7.0,0,1.5,7.0,-5.5,0,1.0,7.5,-6.5,0,2.5,7.5,-5.0,0,4.5,8.5,-4.0,0,1.0,7.0,-6.0,0,2.5,7.5,-5.0,0,1.5,7.5,-6.0,0,2.5,8.0,-5.5,0,5.0,8.5,-3.5,0,1.5,8.5,-7.0,0,1.0,8.5,-7.5,0,1.0,9.5,-8.5,0,1.0,8.0,-7.0,0,5.5,7.0,-1.5,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,9.0,-3.5,0,1.5,9.0,-7.5,0,2,18,loss
Shirahoshi vs Gin,Shirahoshi,Gin,1.0,6.5,-5.5,0,1.5,4.5,-3.0,0,1.0,5.5,-4.5,0,2.5,6.0,-3.5,0,4.5,7.0,-2.5,0,1.0,5.5,-4.5,0,2.5,6.0,-3.5,0,1.5,5.5,-4.0,0,2.5,6.5,-4.0,0,5.0,5.5,-0.5,0,1.5,6.5,-5.0,0,1.0,7.0,-6.0,0,1.0,7.5,-6.5,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.0,-1.5,0,1.5,6.5,-5.0,0,4,17,loss
Shirahoshi vs Jewelry Bonney,Shirahoshi,Jewelry Bonney,1.0,5.5,-4.5,0,1.5,6.0,-4.5,0,1.0,6.0,-5.0,0,2.5,6.0,-3.5,0,4.5,6.5,-2.0,0,1.0,6.0,-5.0,0,2.5,6.0,-3.5,0,1.5,5.5,-4.0,0,2.5,6.5,-4.0,0,5.0,7.0,-2.0,0,1.5,7.0,-5.5,0,1.0,5.5,-4.5,0,1.0,3.0,-2.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,5.5,7.0,-1.5,0,1.5,7.0,-5.5,0,3,18,loss
Shirahoshi vs Charlotte Linlin,Shirahoshi,Charlotte Linlin,1.0,10.0,-9.0,0,1.5,6.0,-4.5,0,1.0,5.0,-4.0,0,2.5,8.0,-5.5,0,4.5,10.0,-5.5,0,1.0,9.0,-8.0,0,2.5,10.0,-7.5,0,1.5,9.5,-8.0,0,2.5,9.0,-6.5,0,5.0,6.5,-1.5,0,1.5,7.5,-6.0,0,1.0,9.5,-8.5,0,1.0,8.0,-7.0,0,1.0,9.5,-8.5,0,5.5,7.5,-2.0,0,0.0,1.0,-1.0,0,4.5,10.0,-5.5,0,5.5,4.5,1.0,1,1.5,9.5,-8.0,0,1,18,loss
Shirahoshi vs Marguerite,Shirahoshi,Marguerite,1.0,4.5,-3.5,0,1.5,5.5,-4.0,0,1.0,7.0,-6.0,0,2.5,6.5,-4.0,0,4.5,6.5,-2.0,0,1.0,5.0,-4.0,0,2.5,5.5,-3.0,0,1.5,5.0,-3.5,0,2.5,6.5,-4.0,0,5.0,6.0,-1.0,0,1.5,6.0,-4.5,0,1.0,7.0,-6.0,0,1.0,7.5,-6.5,0,1.0,6.0,-5.0,0,5.5,5.0,0.5,1,0.0,0.0,0.0,0,4.5,0.5,4.0,1,5.5,7.5,-2.0,0,1.5,6.5,-5.0,0,3,17,loss
Shirahoshi vs Wyper,Shirahoshi,Wyper,1.0,7.0,-6.0,0,1.5,5.5,-4.0,0,1.0,7.0,-6.0,0,2.5,6.5,-4.0,0,4.5,8.0,-3.5,0,1.0,5.5,-4.5,0,2.5,8.0,-5.5,0,1.5,6.5,-5.0,0,2.5,7.5,-5.0,0,5.0,6.0,-1.0,0,1.5,7.0,-5.5,0,1.0,7.0,-6.0,0,1.0,8.0,-7.0,0,1.0,0.0,1.0,1,5.5,0.0,5.5,1,0.0,0.0,0.0,0,4.5,0.0,4.5,1,5.5,8.5,-3.0,0,1.5,7.0,-5.5,0,4,16,loss
Shirahoshi vs Animal Species/Arabasta Saga,Shirahoshi,Animal Species/Arabasta Saga,1.0,6.5,-5.5,0,1.5,5.5,-4.0,0,1.0,6.0,-5.0,0,2.5,6.0,-3.5,0,4.5,7.0,-2.5,0,1.0,6.0,-5.0,0,2.5,7.0,-4.5,0,1.5,6.0,-4.5,0,2.5,7.0,-4.5,0,5.0,6.0,-1.0,0,1.5,6.5,-5.0,0,1.0,7.0,-6.0,0,1.0,6.5,-5.5,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,5.5,7.5,-2.0,0,1.5,6.5,-5.0,0,3,18,loss
Shirahoshi vs Charlotte Mont-d'Or,Shirahoshi,Charlotte Mont-d'Or,1.0,6.5,-5.5,0,1.5,5.0,-3.5,0,1.0,6.0,-5.0,0,2.5,6.0,-3.5,0,4.5,7.0,-2.5,0,1.0,6.5,-5.5,0,2.5,6.5,-4.0,0,1.5,6.0,-4.5,0,2.5,6.5,-4.0,0,5.0,8.0,-3.0,0,1.5,7.0,-5.5,0,1.0,7.0,-6.0,0,1.0,5.5,-4.5,0,1.0,7.0,-6.0,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,5.5,7.0,-1.5,0,1.5,7.5,-6.0,0,1,19,loss
Shirahoshi vs Caesar Clown,Shirahoshi,Caesar Clown,1.0,4.0,-3.0,0,1.5,4.0,-2.5,0,1.0,5.0,-4.0,0,2.5,5.5,-3.0,0,4.5,7.0,-2.5,0,1.0,5.0,-4.0,0,2.5,4.5,-2.0,0,1.5,4.5,-3.0,0,2.5,5.0,-2.5,0,5.0,9.0,-4.0,0,1.5,6.0,-4.5,0,1.0,4.5,-3.5,0,1.0,6.5,-5.5,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,5.5,3.5,2.0,1,1.5,7.0,-5.5,0,4,17,loss
Shirahoshi vs Kin'emon,Shirahoshi,Kin'emon,1.0,6.5,-5.5,0,1.5,5.5,-4.0,0,1.0,6.5,-5.5,0,2.5,6.5,-4.0,0,4.5,7.0,-2.5,0,1.0,6.0,-5.0,0,2.5,6.5,-4.0,0,1.5,6.0,-4.5,0,2.5,6.5,-4.0,0,5.0,6.0,-1.0,0,1.5,7.5,-6.0,0,1.0,7.5,-6.5,0,1.0,8.0,-7.0,0,1.0,6.5,-5.5,0,5.5,5.0,0.5,1,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,5.5,8.0,-2.5,0,1.5,7.5,-6.0,0,2,18,loss
Shirahoshi vs Zeff,Shirahoshi,Zeff,1.0,6.5,-5.5,0,1.5,5.5,-4.0,0,1.0,4.5,-3.5,0,2.5,6.5,-4.0,0,4.5,6.0,-1.5,0,1.0,6.0,-5.0,0,2.5,7.5,-5.0,0,1.5,7.0,-5.5,0,2.5,6.5,-4.0,0,5.0,7.5,-2.5,0,1.5,7.5,-6.0,0,1.0,7.5,-6.5,0,1.0,4.0,-3.0,0,1.0,4.5,-3.5,0,5.5,4.5,1.0,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,8.5,-3.0,0,1.5,9.0,-7.5,0,3,17,loss
Shirahoshi vs Vista,Shirahoshi,Vista,1.0,8.0,-7.0,0,1.5,6.5,-5.0,0,1.0,7.5,-6.5,0,2.5,8.5,-6.0,0,4.5,8.0,-3.5,0,1.0,7.5,-6.5,0,2.5,7.5,-5.0,0,1.5,7.5,-6.0,0,2.5,8.0,-5.5,0,5.0,7.0,-2.0,0,1.5,8.0,-6.5,0,1.0,9.0,-8.0,0,1.0,9.5,-8.5,0,1.0,8.0,-7.0,0,5.5,7.0,-1.5,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.5,-2.0,0,1.5,9.0,-7.5,0,2,18,loss
Shirahoshi vs Charlotte Perospero,Shirahoshi,Charlotte Perospero,1.0,7.0,-6.0,0,1.5,6.0,-4.5,0,1.0,5.0,-4.0,0,2.5,6.5,-4.0,0,4.5,8.0,-3.5,0,1.0,7.0,-6.0,0,2.5,7.0,-4.5,0,1.5,7.0,-5.5,0,2.5,7.0,-4.5,0,5.0,7.5,-2.5,0,1.5,7.5,-6.0,0,1.0,7.0,-6.0,0,1.0,5.5,-4.5,0,1.0,7.0,-6.0,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,5.5,7.5,-2.0,0,1.5,8.0,-6.5,0,1,19,loss
Shirahoshi vs Kawamatsu,Shirahoshi,Kawamatsu,1.0,7.5,-6.5,0,1.5,6.0,-4.5,0,1.0,7.0,-6.0,0,2.5,7.0,-4.5,0,4.5,8.0,-3.5,0,1.0,7.0,-6.0,0,2.5,8.5,-6.0,0,1.5,7.5,-6.0,0,2.5,8.5,-6.0,0,5.0,6.5,-1.5,0,1.5,7.5,-6.0,0,1.0,8.5,-7.5,0,1.0,8.0,-7.0,0,1.0,6.5,-5.5,0,5.5,6.0,-0.5,0,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,9.0,-3.5,0,1.5,8.5,-7.0,0,2,18,loss
Shirahoshi vs Pandaman,Shirahoshi,Pandaman,1.0,3.5,-2.5,0,1.5,4.0,-2.5,0,1.0,4.5,-3.5,0,2.5,5.0,-2.5,0,4.5,3.0,1.5,1,1.0,3.5,-2.5,0,2.5,6.0,-3.5,0,1.5,4.5,-3.0,0,2.5,6.5,-4.0,0,5.0,5.5,-0.5,0,1.5,2.5,-1.0,0,1.0,2.5,-1.5,0,1.0,2.5,-1.5,0,1.0,1.0,0.0,0,5.5,5.0,0.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,7.5,-2.0,0,1.5,8.5,-7.0,0,5,16,loss
Shirahoshi vs Bartholomew Kuma,Shirahoshi,Bartholomew Kuma,1.0,9.5,-8.5,0,1.5,10.0,-8.5,0,1.0,7.5,-6.5,0,2.5,9.0,-6.5,0,4.5,9.5,-5.0,0,1.0,8.5,-7.5,0,2.5,9.0,-6.5,0,1.5,9.5,-8.0,0,2.5,9.5,-7.0,0,5.0,8.5,-3.5,0,1.5,9.0,-7.5,0,1.0,8.0,-7.0,0,1.0,4.0,-3.0,0,1.0,8.0,-7.0,0,5.5,8.0,-2.5,0,0.0,0.0,0.0,0,4.5,10.0,-5.5,0,5.5,7.5,-2.0,0,1.5,9.5,-8.0,0,1,19,loss
Shirahoshi vs Charlotte Cracker,Shirahoshi,Charlotte Cracker,1.0,8.5,-7.5,0,1.5,7.0,-5.5,0,1.0,7.0,-6.0,0,2.5,7.5,-5.0,0,4.5,9.0,-4.5,0,1.0,9.0,-8.0,0,2.5,7.0,-4.5,0,1.5,8.0,-6.5,0,2.5,8.0,-5.5,0,5.0,7.5,-2.5,0,1.5,8.5,-7.0,0,1.0,8.0,-7.0,0,1.0,8.0,-7.0,0,1.0,8.5,-7.5,0,5.5,7.5,-2.0,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,5.5,7.5,-2.0,0,1.5,8.5,-7.0,0,1,19,loss
Shirahoshi vs Chouchou,Shirahoshi,Chouchou,1.0,1.5,-0.5,0,1.5,2.0,-0.5,0,1.0,3.0,-2.0,0,2.5,3.0,-0.5,0,4.5,1.5,3.0,1,1.0,2.0,-1.0,0,2.5,4.0,-1.5,0,1.5,2.5,-1.0,0,2.5,3.5,-1.0,0,5.0,3.0,2.0,1,1.5,2.0,-0.5,0,1.0,1.5,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,5.5,1.0,4.5,1,0.0,0.0,0.0,0,4.5,1.0,3.5,1,5.5,8.0,-2.5,0,1.5,2.0,-0.5,0,7,15,loss
