fight_name,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,outcome
Cavendish vs Charlotte Linlin,7.5,8.0,-0.5,0,7.0,9.0,-2.0,0,7.5,10.0,-2.5,0,8.0,10.0,-2.0,0,6.5,9.0,-2.5,0,8.0,9.5,-1.5,0,7.5,7.5,0.0,0,6.0,9.5,-3.5,0,6.0,7.5,-1.5,0,0.0,1.0,-1.0,0,7.5,9.5,-2.0,0,loss
Cavendish vs Marguerite,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.5,4.5,3.0,1,8.0,6.5,1.5,1,6.5,5.0,1.5,1,8.0,7.0,1.0,1,7.5,6.0,1.5,1,6.0,6.0,0.0,0,6.0,5.0,1.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Cavendish vs Wyper,7.5,6.5,1.0,1,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,8.0,8.0,0.0,0,6.5,5.5,1.0,1,8.0,7.0,1.0,1,7.5,7.0,0.5,1,6.0,0.0,6.0,1,6.0,0.0,6.0,1,0.0,0.0,0.0,0,7.5,7.0,0.5,1,victory
Cavendish vs Animal Species/Arabasta Saga,7.5,6.0,1.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,8.0,7.0,1.0,1,6.5,6.0,0.5,1,8.0,7.0,1.0,1,7.5,6.5,1.0,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,6.5,1.0,1,victory
Cavendish vs Charlotte Mont-d'Or,7.5,6.0,1.5,1,7.0,6.5,0.5,1,7.5,6.5,1.0,1,8.0,7.0,1.0,1,6.5,6.5,0.0,0,8.0,7.0,1.0,1,7.5,7.0,0.5,1,6.0,7.0,-1.0,0,6.0,6.0,0.0,0,0.0,0.0,0.0,0,7.5,7.5,0.0,0,victory
Cavendish vs Caesar Clown,7.5,5.5,2.0,1,7.0,5.0,2.0,1,7.5,4.0,3.5,1,8.0,7.0,1.0,1,6.5,5.0,1.5,1,8.0,4.5,3.5,1,7.5,6.0,1.5,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,7.0,0.5,1,victory
Cavendish vs Kin'emon,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.5,6.5,1.0,1,8.0,7.0,1.0,1,6.5,6.0,0.5,1,8.0,7.5,0.5,1,7.5,7.5,0.0,0,6.0,6.5,-0.5,0,6.0,5.0,1.0,1,0.0,0.0,0.0,0,7.5,7.5,0.0,0,victory
Cavendish vs Zeff,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.5,6.5,1.0,1,8.0,6.0,2.0,1,6.5,6.0,0.5,1,8.0,7.5,0.5,1,7.5,7.5,0.0,0,6.0,4.5,1.5,1,6.0,4.5,1.5,1,0.0,0.0,0.0,0,7.5,9.0,-1.5,0,victory
Cavendish vs Vista,7.5,8.5,-1.0,0,7.0,8.0,-1.0,0,7.5,8.0,-0.5,0,8.0,8.0,0.0,0,6.5,7.5,-1.0,0,8.0,9.0,-1.0,0,7.5,8.0,-0.5,0,6.0,8.0,-2.0,0,6.0,7.0,-1.0,0,0.0,0.0,0.0,0,7.5,9.0,-1.5,0,loss
Cavendish vs Charlotte Perospero,7.5,6.5,1.0,1,7.0,7.0,0.0,0,7.5,7.0,0.5,1,8.0,8.0,0.0,0,6.5,7.0,-0.5,0,8.0,7.0,1.0,1,7.5,7.5,0.0,0,6.0,7.0,-1.0,0,6.0,6.0,0.0,0,0.0,0.0,0.0,0,7.5,8.0,-0.5,0,draw
Cavendish vs Kawamatsu,7.5,7.0,0.5,1,7.0,8.5,-1.5,0,7.5,7.5,0.0,0,8.0,8.0,0.0,0,6.5,7.0,-0.5,0,8.0,8.5,-0.5,0,7.5,7.5,0.0,0,6.0,6.5,-0.5,0,6.0,6.0,0.0,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Cavendish vs Pandaman,7.5,5.0,2.5,1,7.0,6.5,0.5,1,7.5,3.5,4.0,1,8.0,3.0,5.0,1,6.5,3.5,3.0,1,8.0,2.5,5.5,1,7.5,2.5,5.0,1,6.0,1.0,5.0,1,6.0,5.0,1.0,1,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,victory
Cavendish vs Bartholomew Kuma,7.5,9.0,-1.5,0,7.0,9.5,-2.5,0,7.5,9.5,-2.0,0,8.0,9.5,-1.5,0,6.5,8.5,-2.0,0,8.0,8.0,0.0,0,7.5,9.0,-1.5,0,6.0,8.0,-2.0,0,6.0,8.0,-2.0,0,0.0,0.0,0.0,0,7.5,9.5,-2.0,0,loss
Cavendish vs Charlotte Cracker,7.5,7.5,0.0,0,7.0,8.0,-1.0,0,7.5,8.5,-1.0,0,8.0,9.0,-1.0,0,6.5,9.0,-2.5,0,8.0,8.0,0.0,0,7.5,8.5,-1.0,0,6.0,8.5,-2.5,0,6.0,7.5,-1.5,0,0.0,0.0,0.0,0,7.5,8.5,-1.0,0,loss
Cavendish vs Chouchou,7.5,3.0,4.5,1,7.0,3.5,3.5,1,7.5,1.5,6.0,1,8.0,1.5,6.5,1,6.5,2.0,4.5,1,8.0,1.5,6.5,1,7.5,2.0,5.5,1,6.0,1.0,5.0,1,6.0,1.0,5.0,1,0.0,0.0,0.0,0,7.5,2.0,5.5,1,victory
Gecko Moria vs Karoo,4.5,4.5,0.0,0,6.0,6.5,-0.5,0,6.5,2.0,4.5,1,7.5,1.5,6.0,1,5.5,3.5,2.0,1,5.0,1.5,3.5,1,6.0,2.5,3.5,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,4.5,3.5,1,victory
Gecko Moria vs Monet,4.5,6.0,-1.5,0,6.0,6.5,-0.5,0,6.5,4.5,2.0,1,7.5,7.0,0.5,1,5.5,6.0,-0.5,0,5.0,6.5,-1.5,0,6.0,6.5,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,6.0,2.0,1,loss
Gecko Moria vs Kaku,4.5,8.0,-3.5,0,6.0,7.5,-1.5,0,6.5,8.0,-1.5,0,7.5,8.5,-1.0,0,5.5,7.0,-1.5,0,5.0,9.0,-4.0,0,6.0,8.0,-2.0,0,1.0,3.0,-2.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,loss
Gecko Moria vs Orlumbus,4.5,4.0,0.5,1,6.0,6.5,-0.5,0,6.5,6.0,0.5,1,7.5,5.0,2.5,1,5.5,5.0,0.5,1,5.0,5.0,0.0,0,6.0,6.5,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,6.5,1.5,1,victory
Gecko Moria vs Emporio Ivankov,4.5,7.5,-3.0,0,6.0,7.5,-1.5,0,6.5,7.0,-0.5,0,7.5,7.5,0.0,0,5.5,7.0,-1.5,0,5.0,8.0,-3.0,0,6.0,8.0,-2.0,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,loss
Gecko Moria vs Morgans,4.5,5.0,-0.5,0,6.0,7.0,-1.0,0,6.5,3.5,3.0,1,7.5,4.0,3.5,1,5.5,4.5,1.0,1,5.0,3.5,1.5,1,6.0,5.0,1.0,1,1.0,1.0,0.0,0,1.0,3.5,-2.5,0,0.0,0.0,0.0,0,8.0,8.0,0.0,0,loss
Gecko Moria vs Bell-mère,4.5,5.0,-0.5,0,6.0,5.5,0.5,1,6.5,4.5,2.0,1,7.5,4.5,3.0,1,5.5,4.5,1.0,1,5.0,5.0,0.0,0,6.0,4.0,2.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,6.0,2.0,1,victory
Gecko Moria vs Basil Hawkins,4.5,7.0,-2.5,0,6.0,7.0,-1.0,0,6.5,6.5,0.0,0,7.5,7.0,0.5,1,5.5,7.5,-2.0,0,5.0,6.5,-1.5,0,6.0,8.0,-2.0,0,1.0,7.0,-6.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,8.0,7.5,0.5,1,loss
Gecko Moria vs Denjiro,4.5,7.5,-3.0,0,6.0,8.0,-2.0,0,6.5,8.0,-1.5,0,7.5,8.5,-1.0,0,5.5,7.0,-1.5,0,5.0,8.5,-3.5,0,6.0,8.5,-2.5,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,loss
Gecko Moria vs Gin,4.5,6.0,-1.5,0,6.0,6.5,-0.5,0,6.5,6.5,0.0,0,7.5,7.0,0.5,1,5.5,5.5,0.0,0,5.0,7.0,-2.0,0,6.0,6.5,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,6.5,1.5,1,loss
Gecko Moria vs Jewelry Bonney,4.5,6.0,-1.5,0,6.0,6.5,-0.5,0,6.5,5.5,1.0,1,7.5,6.5,1.0,1,5.5,6.0,-0.5,0,5.0,5.5,-0.5,0,6.0,7.0,-1.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,7.0,1.0,1,loss
Gecko Moria vs Charlotte Linlin,4.5,8.0,-3.5,0,6.0,9.0,-3.0,0,6.5,10.0,-3.5,0,7.5,10.0,-2.5,0,5.5,9.0,-3.5,0,5.0,9.5,-4.5,0,6.0,7.5,-1.5,0,1.0,9.5,-8.5,0,1.0,7.5,-6.5,0,0.0,1.0,-1.0,0,8.0,9.5,-1.5,0,loss
Gecko Moria vs Marguerite,4.5,6.5,-2.0,0,6.0,6.5,-0.5,0,6.5,4.5,2.0,1,7.5,6.5,1.0,1,5.5,5.0,0.5,1,5.0,7.0,-2.0,0,6.0,6.0,0.0,0,1.0,6.0,-5.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,8.0,6.5,1.5,1,loss
Gecko Moria vs Wyper,4.5,6.5,-2.0,0,6.0,7.5,-1.5,0,6.5,7.0,-0.5,0,7.5,8.0,-0.5,0,5.5,5.5,0.0,0,5.0,7.0,-2.0,0,6.0,7.0,-1.0,0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0,8.0,7.0,1.0,1,loss
Gecko Moria vs Animal Species/Arabasta Saga,4.5,6.0,-1.5,0,6.0,7.0,-1.0,0,6.5,6.5,0.0,0,7.5,7.0,0.5,1,5.5,6.0,-0.5,0,5.0,7.0,-2.0,0,6.0,6.5,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,6.5,1.5,1,loss
Gecko Moria vs Charlotte Mont-d'Or,4.5,6.0,-1.5,0,6.0,6.5,-0.5,0,6.5,6.5,0.0,0,7.5,7.0,0.5,1,5.5,6.5,-1.0,0,5.0,7.0,-2.0,0,6.0,7.0,-1.0,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,8.0,7.5,0.5,1,loss
Gecko Moria vs Caesar Clown,4.5,5.5,-1.0,0,6.0,5.0,1.0,1,6.5,4.0,2.5,1,7.5,7.0,0.5,1,5.5,5.0,0.5,1,5.0,4.5,0.5,1,6.0,6.0,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,7.0,1.0,1,victory
Gecko Moria vs Kin'emon,4.5,6.5,-2.0,0,6.0,6.5,-0.5,0,6.5,6.5,0.0,0,7.5,7.0,0.5,1,5.5,6.0,-0.5,0,5.0,7.5,-2.5,0,6.0,7.5,-1.5,0,1.0,6.5,-5.5,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,8.0,7.5,0.5,1,loss
Gecko Moria vs Zeff,4.5,6.5,-2.0,0,6.0,6.5,-0.5,0,6.5,6.5,0.0,0,7.5,6.0,1.5,1,5.5,6.0,-0.5,0,5.0,7.5,-2.5,0,6.0,7.5,-1.5,0,1.0,4.5,-3.5,0,1.0,4.5,-3.5,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,loss
Gecko Moria vs Vista,4.5,8.5,-4.0,0,6.0,8.0,-2.0,0,6.5,8.0,-1.5,0,7.5,8.0,-0.5,0,5.5,7.5,-2.0,0,5.0,9.0,-4.0,0,6.0,8.0,-2.0,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,loss
Gecko Moria vs Charlotte Perospero,4.5,6.5,-2.0,0,6.0,7.0,-1.0,0,6.5,7.0,-0.5,0,7.5,8.0,-0.5,0,5.5,7.0,-1.5,0,5.0,7.0,-2.0,0,6.0,7.5,-1.5,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,8.0,8.0,0.0,0,loss
Gecko Moria vs Kawamatsu,4.5,7.0,-2.5,0,6.0,8.5,-2.5,0,6.5,7.5,-1.0,0,7.5,8.0,-0.5,0,5.5,7.0,-1.5,0,5.0,8.5,-3.5,0,6.0,7.5,-1.5,0,1.0,6.5,-5.5,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,loss
Gecko Moria vs Pandaman,4.5,5.0,-0.5,0,6.0,6.5,-0.5,0,6.5,3.5,3.0,1,7.5,3.0,4.5,1,5.5,3.5,2.0,1,5.0,2.5,2.5,1,6.0,2.5,3.5,1,1.0,1.0,0.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,victory
Gecko Moria vs Bartholomew Kuma,4.5,9.0,-4.5,0,6.0,9.5,-3.5,0,6.5,9.5,-3.0,0,7.5,9.5,-2.0,0,5.5,8.5,-3.0,0,5.0,8.0,-3.0,0,6.0,9.0,-3.0,0,1.0,8.0,-7.0,0,1.0,8.0,-7.0,0,0.0,0.0,0.0,0,8.0,9.5,-1.5,0,loss
Gecko Moria vs Charlotte Cracker,4.5,7.5,-3.0,0,6.0,8.0,-2.0,0,6.5,8.5,-2.0,0,7.5,9.0,-1.5,0,5.5,9.0,-3.5,0,5.0,8.0,-3.0,0,6.0,8.5,-2.5,0,1.0,8.5,-7.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,loss
Gecko Moria vs Chouchou,4.5,3.0,1.5,1,6.0,3.5,2.5,1,6.5,1.5,5.0,1,7.5,1.5,6.0,1,5.5,2.0,3.5,1,5.0,1.5,3.5,1,6.0,2.0,4.0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,8.0,2.0,6.0,1,victory
Karoo vs Monet,4.5,6.0,-1.5,0,6.5,6.5,0.0,0,2.0,4.5,-2.5,0,1.5,7.0,-5.5,0,3.5,6.0,-2.5,0,1.5,6.5,-5.0,0,2.5,6.5,-4.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Karoo vs Kaku,4.5,8.0,-3.5,0,6.5,7.5,-1.0,0,2.0,8.0,-6.0,0,1.5,8.5,-7.0,0,3.5,7.0,-3.5,0,1.5,9.0,-7.5,0,2.5,8.0,-5.5,0,1.0,3.0,-2.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Karoo vs Orlumbus,4.5,4.0,0.5,1,6.5,6.5,0.0,0,2.0,6.0,-4.0,0,1.5,5.0,-3.5,0,3.5,5.0,-1.5,0,1.5,5.0,-3.5,0,2.5,6.5,-4.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Karoo vs Emporio Ivankov,4.5,7.5,-3.0,0,6.5,7.5,-1.0,0,2.0,7.0,-5.0,0,1.5,7.5,-6.0,0,3.5,7.0,-3.5,0,1.5,8.0,-6.5,0,2.5,8.0,-5.5,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Karoo vs Morgans,4.5,5.0,-0.5,0,6.5,7.0,-0.5,0,2.0,3.5,-1.5,0,1.5,4.0,-2.5,0,3.5,4.5,-1.0,0,1.5,3.5,-2.0,0,2.5,5.0,-2.5,0,1.0,1.0,0.0,0,1.0,3.5,-2.5,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,loss
Karoo vs Bell-mère,4.5,5.0,-0.5,0,6.5,5.5,1.0,1,2.0,4.5,-2.5,0,1.5,4.5,-3.0,0,3.5,4.5,-1.0,0,1.5,5.0,-3.5,0,2.5,4.0,-1.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.0,-1.5,0,loss
Karoo vs Basil Hawkins,4.5,7.0,-2.5,0,6.5,7.0,-0.5,0,2.0,6.5,-4.5,0,1.5,7.0,-5.5,0,3.5,7.5,-4.0,0,1.5,6.5,-5.0,0,2.5,8.0,-5.5,0,1.0,7.0,-6.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,loss
Karoo vs Denjiro,4.5,7.5,-3.0,0,6.5,8.0,-1.5,0,2.0,8.0,-6.0,0,1.5,8.5,-7.0,0,3.5,7.0,-3.5,0,1.5,8.5,-7.0,0,2.5,8.5,-6.0,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,loss
Karoo vs Gin,4.5,6.0,-1.5,0,6.5,6.5,0.0,0,2.0,6.5,-4.5,0,1.5,7.0,-5.5,0,3.5,5.5,-2.0,0,1.5,7.0,-5.5,0,2.5,6.5,-4.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Karoo vs Jewelry Bonney,4.5,6.0,-1.5,0,6.5,6.5,0.0,0,2.0,5.5,-3.5,0,1.5,6.5,-5.0,0,3.5,6.0,-2.5,0,1.5,5.5,-4.0,0,2.5,7.0,-4.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,loss
Karoo vs Charlotte Linlin,4.5,8.0,-3.5,0,6.5,9.0,-2.5,0,2.0,10.0,-8.0,0,1.5,10.0,-8.5,0,3.5,9.0,-5.5,0,1.5,9.5,-8.0,0,2.5,7.5,-5.0,0,1.0,9.5,-8.5,0,1.0,7.5,-6.5,0,0.0,1.0,-1.0,0,4.5,9.5,-5.0,0,loss
Karoo vs Marguerite,4.5,6.5,-2.0,0,6.5,6.5,0.0,0,2.0,4.5,-2.5,0,1.5,6.5,-5.0,0,3.5,5.0,-1.5,0,1.5,7.0,-5.5,0,2.5,6.0,-3.5,0,1.0,6.0,-5.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Karoo vs Wyper,4.5,6.5,-2.0,0,6.5,7.5,-1.0,0,2.0,7.0,-5.0,0,1.5,8.0,-6.5,0,3.5,5.5,-2.0,0,1.5,7.0,-5.5,0,2.5,7.0,-4.5,0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,loss
Karoo vs Animal Species/Arabasta Saga,4.5,6.0,-1.5,0,6.5,7.0,-0.5,0,2.0,6.5,-4.5,0,1.5,7.0,-5.5,0,3.5,6.0,-2.5,0,1.5,7.0,-5.5,0,2.5,6.5,-4.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,6.5,-2.0,0,loss
Karoo vs Charlotte Mont-d'Or,4.5,6.0,-1.5,0,6.5,6.5,0.0,0,2.0,6.5,-4.5,0,1.5,7.0,-5.5,0,3.5,6.5,-3.0,0,1.5,7.0,-5.5,0,2.5,7.0,-4.5,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,loss
Karoo vs Caesar Clown,4.5,5.5,-1.0,0,6.5,5.0,1.5,1,2.0,4.0,-2.0,0,1.5,7.0,-5.5,0,3.5,5.0,-1.5,0,1.5,4.5,-3.0,0,2.5,6.0,-3.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,7.0,-2.5,0,loss
Karoo vs Kin'emon,4.5,6.5,-2.0,0,6.5,6.5,0.0,0,2.0,6.5,-4.5,0,1.5,7.0,-5.5,0,3.5,6.0,-2.5,0,1.5,7.5,-6.0,0,2.5,7.5,-5.0,0,1.0,6.5,-5.5,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,4.5,7.5,-3.0,0,loss
Karoo vs Zeff,4.5,6.5,-2.0,0,6.5,6.5,0.0,0,2.0,6.5,-4.5,0,1.5,6.0,-4.5,0,3.5,6.0,-2.5,0,1.5,7.5,-6.0,0,2.5,7.5,-5.0,0,1.0,4.5,-3.5,0,1.0,4.5,-3.5,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,loss
Karoo vs Vista,4.5,8.5,-4.0,0,6.5,8.0,-1.5,0,2.0,8.0,-6.0,0,1.5,8.0,-6.5,0,3.5,7.5,-4.0,0,1.5,9.0,-7.5,0,2.5,8.0,-5.5,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,4.5,9.0,-4.5,0,loss
Karoo vs Charlotte Perospero,4.5,6.5,-2.0,0,6.5,7.0,-0.5,0,2.0,7.0,-5.0,0,1.5,8.0,-6.5,0,3.5,7.0,-3.5,0,1.5,7.0,-5.5,0,2.5,7.5,-5.0,0,1.0,7.0,-6.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,8.0,-3.5,0,loss
Karoo vs Kawamatsu,4.5,7.0,-2.5,0,6.5,8.5,-2.0,0,2.0,7.5,-5.5,0,1.5,8.0,-6.5,0,3.5,7.0,-3.5,0,1.5,8.5,-7.0,0,2.5,7.5,-5.0,0,1.0,6.5,-5.5,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Karoo vs Pandaman,4.5,5.0,-0.5,0,6.5,6.5,0.0,0,2.0,3.5,-1.5,0,1.5,3.0,-1.5,0,3.5,3.5,0.0,0,1.5,2.5,-1.0,0,2.5,2.5,0.0,0,1.0,1.0,0.0,0,1.0,5.0,-4.0,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Karoo vs Bartholomew Kuma,4.5,9.0,-4.5,0,6.5,9.5,-3.0,0,2.0,9.5,-7.5,0,1.5,9.5,-8.0,0,3.5,8.5,-5.0,0,1.5,8.0,-6.5,0,2.5,9.0,-6.5,0,1.0,8.0,-7.0,0,1.0,8.0,-7.0,0,0.0,0.0,0.0,0,4.5,9.5,-5.0,0,loss
Karoo vs Charlotte Cracker,4.5,7.5,-3.0,0,6.5,8.0,-1.5,0,2.0,8.5,-6.5,0,1.5,9.0,-7.5,0,3.5,9.0,-5.5,0,1.5,8.0,-6.5,0,2.5,8.5,-6.0,0,1.0,8.5,-7.5,0,1.0,7.5,-6.5,0,0.0,0.0,0.0,0,4.5,8.5,-4.0,0,loss
Karoo vs Chouchou,4.5,3.0,1.5,1,6.5,3.5,3.0,1,2.0,1.5,0.5,1,1.5,1.5,0.0,0,3.5,2.0,1.5,1,1.5,1.5,0.0,0,2.5,2.0,0.5,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,4.5,2.0,2.5,1,victory
Monet vs Kaku,6.0,8.0,-2.0,0,6.5,7.5,-1.0,0,4.5,8.0,-3.5,0,7.0,8.5,-1.5,0,6.0,7.0,-1.0,0,6.5,9.0,-2.5,0,6.5,8.0,-1.5,0,1.0,3.0,-2.0,0,1.0,3.0,-2.0,0,0.0,0.0,0.0,0,6.0,8.5,-2.5,0,loss
Monet vs Orlumbus,6.0,4.0,2.0,1,6.5,6.5,0.0,0,4.5,6.0,-1.5,0,7.0,5.0,2.0,1,6.0,5.0,1.0,1,6.5,5.0,1.5,1,6.5,6.5,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,6.0,6.5,-0.5,0,victory
Monet vs Emporio Ivankov,6.0,7.5,-1.5,0,6.5,7.5,-1.0,0,4.5,7.0,-2.5,0,7.0,7.5,-0.5,0,6.0,7.0,-1.0,0,6.5,8.0,-1.5,0,6.5,8.0,-1.5,0,1.0,6.0,-5.0,0,1.0,6.0,-5.0,0,0.0,0.0,0.0,0,6.0,8.5,-2.5,0,loss
Monet vs Morgans,6.0,5.0,1.0,1,6.5,7.0,-0.5,0,4.5,3.5,1.0,1,7.0,4.0,3.0,1,6.0,4.5,1.5,1,6.5,3.5,3.0,1,6.5,5.0,1.5,1,1.0,1.0,0.0,0,1.0,3.5,-2.5,0,0.0,0.0,0.0,0,6.0,8.0,-2.0,0,victory
Monet vs Bell-mère,6.0,5.0,1.0,1,6.5,5.5,1.0,1,4.5,4.5,0.0,0,7.0,4.5,2.5,1,6.0,4.5,1.5,1,6.5,5.0,1.5,1,6.5,4.0,2.5,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,6.0,6.0,0.0,0,victory
Monet vs Basil Hawkins,6.0,7.0,-1.0,0,6.5,7.0,-0.5,0,4.5,6.5,-2.0,0,7.0,7.0,0.0,0,6.0,7.5,-1.5,0,6.5,6.5,0.0,0,6.5,8.0,-1.5,0,1.0,7.0,-6.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,6.0,7.5,-1.5,0,loss
Monet vs Denjiro,6.0,7.5,-1.5,0,6.5,8.0,-1.5,0,4.5,8.0,-3.5,0,7.0,8.5,-1.5,0,6.0,7.0,-1.0,0,6.5,8.5,-2.0,0,6.5,8.5,-2.0,0,1.0,8.0,-7.0,0,1.0,7.0,-6.0,0,0.0,0.0,0.0,0,6.0,9.0,-3.0,0,loss
Monet vs Gin,6.0,6.0,0.0,0,6.5,6.5,0.0,0,4.5,6.5,-2.0,0,7.0,7.0,0.0,0,6.0,5.5,0.5,1,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,6.0,6.5,-0.5,0,loss
Monet vs Jewelry Bonney,6.0,6.0,0.0,0,6.5,6.5,0.0,0,4.5,5.5,-1.0,0,7.0,6.5,0.5,1,6.0,6.0,0.0,0,6.5,5.5,1.0,1,6.5,7.0,-0.5,0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,6.0,7.0,-1.0,0,draw
Monet vs Charlotte Linlin,6.0,8.0,-2.0,0,6.5,9.0,-2.5,0,4.5,10.0,-5.5,0,7.0,10.0,-3.0,0,6.0,9.0,-3.0,0,6.5,9.5,-3.0,0,6.5,7.5,-1.0,0,1.0,9.5,-8.5,0,1.0,7.5,-6.5,0,0.0,1.0,-1.0,0,6.0,9.5,-3.5,0,loss
